NAME, MODEL1, MODEL2, MODEL3, MODEL4
Mistwing Cliffdweller,28646,0,0,0
Mistwing Ravager,4269,0,0,0
Mistwing Rogue,12682,0,0,0
Misty Grell,16944,0,0,0
Misty Merriweather,37064,0,0,0
Misty Reed Fossil Bank,328,0,0,0
Mitch Yostpaddle,35552,0,0,0
Mith'rethis the Enchanter,28248,0,0,0
Mithras Ironhill,5077,0,0,0
Mithril Dragonling,7908,0,0,0
Mithril Mechanical Dragonling,4465,0,0,0
Mitia,19570,0,0,0
Mitsuwa,12960,0,0,0
Mitzi,257,0,0,0
Miura Brightweaver,26896,0,0,0
Miwana,34109,0,0,0
Mixi,33517,0,0,0
Mixi Sweetride,33848,0,0,0
Mixie Farshot,19207,0,0,0
Mixmaster Jasper,33208,0,0,0
Mizli Crankwheel,25210,0,0,0
Mizzle the Crafty,14406,0,0,0
Mizzy Pistonhammer,31294,0,0,0
Mizzy's Apprentice,31315,31316,0,0
Mizzy's Microtank,31318,0,0,0
Mjordin Combatant,26729,26730,26731,26732
Mjordin Water Magus,27200,27201,27202,27203
Mmmrrrggglll,1773,0,0,0
Mo'arg Doomsmith,19035,0,0,0
Mo'arg Engineer,18646,17207,0,0
Mo'arg Engineer Transform (Drill),17206,18368,0,0
Mo'arg Engineer Transform (Magnetic Mode),19668,0,0,0
Mo'arg Extractor,18368,0,0,0
Mo'arg Extractor (1),18368,0,0,0
Mo'arg Forgefiend,19035,0,0,0
Mo'arg Incinerator,19899,0,0,0
Mo'arg Master Planner,18370,17207,0,0
Mo'arg Overseer,18368,18370,18816,0
Mo'arg Tormenter,16480,19595,0,0
Mo'arg Tormenter Transform,18816,0,0,0
Mo'arg Warp-Master,18646,0,0,0
Mo'arg Weaponsmith,18368,0,0,0
Mo'grosh Brute,14403,0,0,0
Mo'grosh Darkmauler,34062,0,0,0
Mo'grosh Earthbender,34061,0,0,0
Mo'grosh Enforcer,6692,0,0,0
Mo'grosh Mystic,1052,0,0,0
Mo'grosh Ogre,1122,0,0,0
Mo'grosh Shaman,1045,0,0,0
Mo'mor the Breaker,17603,0,0,0
Moa'ki Bottom Thresher,1557,12199,0,0
Moa'ki Fisherman,25533,25534,0,0
Moa'ki Turtle Rider,26659,26660,0,0
Moa'ki Warrior,24376,25535,0,0
Moa'ki Warrior,24376,25535,0,0
Moa'ki Warrior,24376,25535,0,0
Moahi,36197,0,0,0
Moam,15392,0,0,0
Moanah,32377,0,0,0
Moanah,32377,0,0,0
Moanah Stormhoof,32377,0,0,0
Moanah Stormhoof,32377,0,0,0
Moanah Stormhoof,32377,0,0,0
Moanah Stormhoof,32377,0,0,0
Moaoto,17606,0,0,0
Moat Monster,30165,0,0,0
Mobaz,18414,0,0,0
Mobile Alert System,6888,0,0,0
Mobile Burrow Target,21955,11686,0,0
Mobile Databank,26937,0,0,0
Mobu,23218,0,0,0
Mobus,37338,0,0,0
Moccasin,2954,1987,2956,0
Modan Monster,28642,0,0,0
Modèle de morph de sectateur ALL CATA,31410,31415,31706,31708
Modèle de morph de sectateur Femme Alliance,31708,0,0,0
Modèle de morph de sectateur Femme Horde,31415,0,0,0
Modèle de morph de sectateur Homme Alliance,31706,31709,0,0
Modèle de morph de sectateur Homme Horde,31410,31414,0,0
Modèle de morph P.A.P.I.L.L.O.N.S.,15990,0,0,0
Modèle de morph R.O.N.C.H.O.N.S.,30261,30262,30263,30244
Modified Earth Elemental,171,0,0,0
Modoru,24809,0,0,0
Mog'dorg the Wizened,19755,0,0,0
Mog'dorg the Wizened,37872,0,0,0
Mog'dorg's Riding Nether Ray,21155,0,0,0
Mogg,14589,0,0,0
Mogh the Dead,37596,0,0,0
Mogh the Undying,4633,0,0,0
Mogisu the Wayfarer,21952,0,0,0
Mogor,18047,0,0,0
Mograine's Mount,25279,0,0,0
Mogwah,4374,0,0,0
Moh,7109,0,0,0
Moira Steelwing,30299,0,0,0
Moira Thaurissan,32680,0,0,0
Mojo,22459,0,0,0
Mojo the Twisted,11562,0,0,0
Mojodishu,28118,0,0,0
Mok'Nathal Hunter,20051,20052,20053,0
Mok'Nathal Hunter,20051,20052,20053,0
Mok'Nathal Spirit,20953,20955,20954,20956
Mok'rash the Cleaver,12812,0,0,0
Mokasa,17636,0,0,0
Mokk the Savage,840,0,0,0
Mokra the Skullcrusher,28587,0,0,0
Mokra the Skullcrusher,28587,0,0,0
Mokra the Skullcrusher (1),28587,0,0,0
Mokra the Skullcrusher's Mount,29879,0,0,0
Mokthar Grimblade,20304,0,0,0
Mokvar,15966,0,0,0
Mola,39069,0,0,0
Mold Rune Trigger,16480,0,0,0
Moldarr,14544,0,0,0
Moldfang,34276,0,0,0
Moldy Dark Iron Trapper Corpse,32448,0,0,0
Mole Machine,21955,0,0,0
Molly,5207,0,0,0
Molok the Crusher,536,0,0,0
Molt Thorn,14497,0,0,0
Moltanus,11986,0,0,0
Moltar the Burning,33538,0,0,0
Molten Barrage,20324,11686,0,0
Molten Barrage,11686,0,0,0
Molten Behemoth,38850,38851,0,0
Molten Boulder,20324,11686,0,0
Molten Boulder,11686,0,0,0
Molten Boulder,20324,11686,0,0
Molten Colossus,12233,0,0,0
Molten Colossus (1),12233,0,0,0
Molten Destroyer,12162,0,0,0
Molten Egg,38445,0,0,0
Molten Egg,37286,38508,38507,38506
Molten Egg,38445,0,0,0
Molten Elemental,38520,0,0,0
Molten Elemental,2075,0,0,0
Molten Elemental (1),38520,0,0,0
Molten Elemental (2),38520,0,0,0
Molten Elemental (3),38520,0,0,0
Molten Erupter,38773,0,0,0
Molten Erupter (1),38353,0,0,0
Molten Eruption,10906,11686,0,0
Molten Feather,38146,0,0,0
Molten Flamefather,38766,0,0,0
Molten Flamefather (1),38766,0,0,0
Molten Giant,8269,0,0,0
Molten Golem,25629,0,0,0
Molten Golem (1),25629,0,0,0
Molten Lord,38765,0,0,0
Molten Lord,12232,0,0,0
Molten Lord (1),38765,0,0,0
Molten Meteor,38493,0,0,0
Molten Meteor,1126,11686,0,0
Molten Meteor,20324,38493,0,0
Molten Meteor (1),38493,0,0,0
Molten Meteor (1),20324,38493,0,0
Molten Quicksilver,33011,0,0,0
Molten Quicksilver (1),33011,0,0,0
Molten Seed Caster,19963,16946,0,0
Molten Slag,36419,0,0,0
Molten Spewer,38774,0,0,0
Molten Spewer (1),38391,0,0,0
Molten Surger,36019,0,0,0
Molten Surger (1),36019,0,0,0
Molten Tormentor,33649,0,0,0
Molten War Golem,8179,0,0,0
Molthor,14993,0,0,0
Mona Everspring,28152,0,0,0
Monann Coldforge,33341,0,0,0
Mondul,18992,0,0,0
Mongress,14315,0,0,0
Monika Sengutz,2050,0,0,0
Monnos the Elder,10042,0,0,0
Monsoon Revenant Credit,23504,0,0,0
Monster Generator (Blackwing),11686,0,0,0
Monster Spar,184,0,0,0
Monster Spar Buddy,184,0,0,0
Monstrous Crawler,699,0,0,0
Monstrous Kaliri,21396,0,0,0
Monstrous Kaliri Egg Trigger,16480,0,0,0
Monstrous Macaw,5505,0,0,0
Monstrous Ooze,11139,0,0,0
Monstrous Parrot,36148,0,0,0
Monstrous Parrot (1),36148,0,0,0
Monstrous Plaguebat,7897,0,0,0
Monstrous Underbelly Rat,27972,0,0,0
Monstrous Wight,25926,0,0,0
Montarr,4308,0,0,0
Monte Muzzleshot,24972,0,0,0
Montegue Krole,25261,0,0,0
Montok Redhands,19532,0,0,0
Monty,5485,0,0,0
Moodan Sungrain,3812,0,0,0
Moodle,25155,0,0,0
Moody's Blood,33463,0,0,0
Mook Disguise,30262,0,0,0
Moon Beam,11686,0,0,0
Moon Priestess Amara,1681,0,0,0
Moon Priestess Lasara,37014,0,0,0
Moon Priestess Maestra,28540,0,0,0
Moon Priestess Nici,28190,0,0,0
Moon Priestess Tharill,28394,0,0,0
Moon Spirit,36750,0,0,0
Moonbell,29739,0,0,0
Moonbrook Player Trigger,16480,0,0,0
Moonbrook Thug,32828,32829,32830,32831
Moonclaw Warrior,33843,0,0,0
Moonflare Totem,4590,0,0,0
Moonglade Alchemy Trainer,12032,0,0,0
Moonglade Portal,169,11686,0,0
Moonglade Return Portal,169,11686,0,0
Moonglade Warden,11774,11775,11776,11777
Moonglade Warden,11774,11775,11776,11777
Moongraze Buck,16873,0,0,0
Moongraze Stag,16872,0,0,0
Moonkin,5927,0,0,0
Moonkin (Druid - Night Elf),15374,0,0,0
Moonkin (Druid - Tauren),15375,0,0,0
Moonkin (Druid - Troll),37174,0,0,0
Moonkin Hatchling,37413,0,0,0
Moonkin Hatchling,37526,37527,0,0
Moonkin Hatchling,37527,37526,0,0
Moonkin Oracle,12236,0,0,0
Moonlance,11686,0,0,0
Moonlance,11686,0,0,0
Moonlance,11686,0,0,0
Moonlance,11686,0,0,0
Moonprowler,599,0,0,0
Moonrage Armorer,729,0,0,0
Moonrage Bloodhowler,574,0,0,0
Moonrage Darkrunner,729,0,0,0
Moonrage Darksoul,574,0,0,0
Moonrage Elder,729,0,0,0
Moonrage Glutton,1947,0,0,0
Moonrage Leatherworker,729,0,0,0
Moonrage Sentry,564,0,0,0
Moonrage Tailor,729,0,0,0
Moonrage Watcher,574,0,0,0
Moonrage Whitescalp,11180,0,0,0
Moonrest Gardens Digsite,328,0,0,0
Moonrest Highborne,14695,0,0,0
Moonrest Stalker,24906,24909,24910,0
Moonsaber,9991,0,0,0
Moonshadow,3031,0,0,0
Moonstalker,321,0,0,0
Moonstalker,321,0,0,0
Moonstalker Matriarch,3031,0,0,0
Moonstalker Runt,11449,0,0,0
Moonstalker Sire,11450,0,0,0
Moonstalker Sire Quest Credit,5555,0,0,0
Moontouched Owlbeast,12237,0,0,0
Moonwaker the Baying,1062,0,0,0
Moonweb Spider,2536,9829,1160,14952
Moonwell,38538,0,0,0
Moora,10926,0,0,0
Moorabi,27059,0,0,0
Moorabi (1),27059,0,0,0
Moorabi Mammoth Visual,26489,0,0,0
Moorah Stormhoof,4375,0,0,0
Moorane Hearthgrain,3867,0,0,0
Mooranta,5847,0,0,0
Moorat Longstride,3800,0,0,0
Moordo,6211,0,0,0
Moore Gryphon Mount,17694,0,0,0
Moore Gryphon Mount,17694,36787,36788,0
Moore Gryphon Rider,35289,35290,35291,35292
Moore Gryphon Rider,35289,35290,35291,35292
Moorutu,18186,0,0,0
Mootoo the Younger,23239,0,0,0
Mor Grayhoof,15997,0,0,0
Mor Grayhoof Transformation Visual,15991,0,0,0
Mor Grayhoof Trigger,16480,0,0,0
Mor'Ladim,21691,0,0,0
Mor'Lek the Dismantler,37871,0,0,0
Mor'Lek the Dismantler (1),37871,0,0,0
Mor'norokk the Hateful,35858,0,0,0
Mor'norokk the Hateful,35858,0,0,0
Mor'rogal,11795,0,0,0
Mor'shan Caravan Attack Controller,27823,328,0,0
Mor'shan Caravan Cart,36555,0,0,0
Mor'shan Caravan Delivery Credit,13069,0,0,0
Mor'shan Caravan Delivery Nagala Credit,13069,0,0,0
Mor'shan Caravan Kodo,29225,0,0,0
Mor'shan Caravan Pick-Up Credit,13069,0,0,0
Mor'shan Caravan Pick-Up Rocco Credit,13069,0,0,0
Mor'shan Defender,4261,4262,4263,4264
Mor'shan Defender,4261,4262,4263,4264
Mor'shan Defender,4261,4262,4263,4264
Mor'shan Watchman,4261,4262,4263,4264
Mor'vek,11667,0,0,0
Mor'zul Bloodbringer,14565,0,0,0
Morae,17027,0,0,0
Moragg,20590,0,0,0
Moragg (1),20590,0,0,0
Morah Worgsister,28689,0,0,0
Morairania Horton,33550,0,0,0
Moraka,35242,0,0,0
Morakki,30924,0,0,0
Morango,33706,0,0,0
Morango,38339,0,0,0
Moraya,30955,0,0,0
Morbent Fel,16197,0,0,0
Morbent Fel,4272,0,0,0
Morbid Carcass,12819,14700,14701,0
Morbidius,30365,0,0,0
Morbidus,31176,0,0,0
Morbus,14693,0,0,0
Morchok,39094,0,0,0
Morchok,39094,0,0,0
Morchok (1),39094,0,0,0
Morchok (2),39094,0,0,0
Morchok (3),39094,0,0,0
Morcrush,20862,0,0,0
Morcrush Shardling,20934,0,0,0
Mordak Nightbender,6786,0,0,6786
Mordant Grimsby,21805,0,0,0
Mordei the Earthrender,21120,0,0,0
Mordenai,20813,0,0,0
Mordle Cogspinner,23324,0,0,0
Mordresh Fire Eye,8055,0,0,0
Moren Riverbend,11772,0,0,0
Morg Gnarltree,4332,0,0,0
Morgaine the Sly,3320,0,0,0
Morgan,34766,0,0,0
Morgan Day,3122,0,0,0
Morgan Dayblaze,30838,0,0,0
Morgan Ladimore,3231,0,0,0
Morgan Pestle,5082,0,0,0
Morgan Stern,4826,0,0,0
Morgan Test,19410,0,0,0
Morgan Test (1),19410,0,0,0
Morgan Test (2),19410,0,0,0
Morgan the Collector,2074,0,0,0
Morgana Dayblaze,26493,0,0,0
Morganus,9274,0,0,0
Morgg Stormshot,5570,0,0,0
Morgom,21742,0,0,0
Morgroron,19715,0,0,0
Morgum,1321,0,0,0
Morhan Coppertongue,1844,0,0,0
Moria,26510,0,0,0
Moriana Dawnlight,10749,0,0,0
Morick Darkbrew,3452,0,0,0
Morin Cloudstalker,1624,0,0,0
Morja,14943,0,0,0
Morlen Coldgrip,30657,0,0,0
Morley Bates,2640,0,0,0
Morley Eberlein,5012,0,0,0
Morlia Doomwing,26943,0,0,0
Morloch,5945,0,0,0
Morloch (1),5945,0,0,0
Morloch (2),5945,0,0,0
Morloch (3),5945,0,0,0
Morlos'Aran Digsite,328,0,0,0
Morning Star TARGET,16480,21342,0,0
Moro Sungrain,31879,0,0,0
Morod the Windstirrer,17767,0,0,0
Moroes,16540,0,0,0
Morogrim Tidewalker,20739,0,0,0
Morph Firemane Scalebane,8310,0,0,0
Morphaz,7975,0,0,0
Morridune,5465,0,0,0
Morris Lawry,1524,0,0,0
Morris Vant,34280,0,0,0
Morshelz Copperpinch,21189,0,0,0
Morta the Wretch,30094,0,0,0
Morta'gya the Keeper,33100,0,0,0
Morta'gya the Keeper,7918,0,0,0
Mortal Essence,12432,0,0,0
Mortar,15435,0,0,0
Mortar Barrage,328,27823,0,0
Mortar Caster,20570,22769,0,0
Mortar Sergeant Stouthammer,15446,0,0,0
Mortar Target,20570,22769,0,0
Mortar Targetting Device,26442,11686,0,0
Mortar Team Advanced Target Dummy,12434,0,0,0
Mortar Team Target Dummy,1555,0,0,0
Mortaxx,37904,0,0,0
Mortaxx (1),37904,0,0,0
Morthis Whisperwing,32251,0,0,0
Morthis Whisperwing,32251,0,0,0
Morthis Whisperwing,32251,0,0,0
Morthis Whisperwing,32251,0,0,0
Morthis Whisperwing,21106,0,0,0
Mortimer Moloch,35068,0,0,0
Mortimer Montague,2641,0,0,0
Mortog Steamhead,21440,0,0,0
Morula,17440,0,0,0
Mos'delith,1062,0,0,0
Mosarn,2951,0,0,0
Mosegi,35117,0,0,0
Mosh'Ogg Brute,11567,0,0,0
Mosh'Ogg Butcher,11568,0,0,0
Mosh'Ogg Lord,11569,0,0,0
Mosh'Ogg Mauler,416,0,0,0
Mosh'Ogg Shaman,536,0,0,0
Mosh'Ogg Spellcrafter,6704,0,0,0
Mosh'Ogg Warmonger,655,0,0,0
Mosh'Ogg Witch Doctor,610,0,0,0
Mosha Starhorn,29503,0,0,0
Mossflayer Abducter,31342,0,4778,0
Mossflayer Berserker,10275,0,0,0
Mossflayer Cannibal,10434,10435,10436,10437
Mossflayer Rogue,31343,4770,0,0
Mossflayer Scout,10442,10444,10446,10447
Mossflayer Shadowhunter,10438,10439,10441,10440
Mossflayer Zombie,4778,0,0,0
Mosshide Alpha,543,0,0,0
Mosshide Basher,714,0,0,0
Mosshide Brute,3196,0,0,0
Mosshide Fenrunner,714,0,0,0
Mosshide Gnoll,3199,0,0,0
Mosshide Gnoll,3199,0,0,0
Mosshide Mistweaver,3197,0,0,0
Mosshide Mongrel,355,0,0,0
Mosshide Mystic,714,0,0,0
Mosshide Mystic,714,0,0,0
Mosshide Representative,8598,0,0,0
Mosshide Representative Credit,328,11686,0,0
Mosshide Scout,667,0,0,0
Mosshide Trapper,8598,0,0,0
Mosshoof Courser,10957,0,0,0
Mosshoof Runner,8013,0,0,0
Mosshoof Stag,2161,0,0,0
Mosslight Pillar Credit,20570,17612,0,0
Mosswalker Victim,31548,0,0,0
Mosswood the Ancient,20249,0,0,0
Mossy Rampager,9013,0,0,0
Mostrasz,39386,0,0,0
Mostrasz,38497,0,0,0
Mostrasz,24737,0,0,0
Mostrasz,39386,0,0,0
Mostrasz,33559,23257,0,0
Mostrasz,40061,0,0,0
Mostrasz,2718,0,0,0
Mot Dawnstrider,10614,0,0,0
Motah Tallhorn,33410,0,0,0
Motega Firemane,31643,0,0,0
Moteha Windborn,26646,0,0,0
Mother Fang,2541,0,0,0
Mother Kashur,18090,0,0,0
Mother Matterly,34991,0,0,0
Mother of Bambina,347,0,0,0
Mother Shahraz,21252,0,0,0
Mother Smolderweb,9929,0,0,0
Mother Tauranook,23644,0,0,0
Motivated Citizen,11686,0,0,0
Motivated Citizen,11686,0,0,0
Motley Garmason,1675,0,0,0
Mott,14589,0,0,0
Mottled Boar,503,0,0,0
Mottled Crimson Raptor,6469,0,0,0
Mottled Doe,347,0,0,0
Mottled Drake Mount,37231,0,0,0
Mottled Drywallow Crocolisk,2548,0,0,0
Mottled Raptor,960,0,0,0
Mottled Raptor,960,0,0,0
Mottled Razormaw,949,0,0,0
Mottled Red Raptor,6469,0,0,0
Mottled Riptooth,695,0,0,0
Mottled Screecher,677,0,0,0
Mottled Screecher,677,0,0,0
Mottled Scytheclaw,648,0,0,0
Mouldering Mirebeast,16272,0,0,0
Mountain Boar,704,0,0,0
Mountain Buzzard,410,0,0,0
Mountain Colossus,20547,0,0,0
Mountain Cottontail,328,4626,25340,6302
Mountain Cougar,11451,0,0,0
Mountain Eagle,25008,34918,0,0
Mountain Giant,12813,0,0,0
Mountain Gronn,18645,0,0,0
Mountain Horse,229,0,0,0
Mountain Horse,229,0,0,0
Mountain Horse,39096,0,0,0
Mountain Horse,229,0,0,0
Mountain Horse Credit,229,238,0,0
Mountain Lion,1058,0,0,0
Mountain Lion Mother,1056,0,0,0
Mountain Mastiff,30213,30210,30211,30212
Mountain Shardling,20971,0,0,0
Mountain Silversage,35894,0,0,0
Mountain Skunk,16633,0,0,0
Mountain Yeti,1050,0,0,0
Mountain-Lord Rendan,35579,0,0,0
Mountaineer Angst,1774,0,0,0
Mountaineer Barleybrew,1891,0,0,0
Mountaineer Barn,1775,0,0,0
Mountaineer Bludd,1776,0,0,0
Mountaineer Boombellow,13849,0,0,0
Mountaineer Boombellow (1),13849,0,0,0
Mountaineer Boombellow (2),13849,0,0,0
Mountaineer Boombellow (3),13849,0,0,0
Mountaineer Brokk,1777,0,0,0
Mountaineer Cobbleflint,1628,0,0,0
Mountaineer Cragg,1778,0,0,0
Mountaineer Dalk,1779,0,0,0
Mountaineer Dokkin,1780,0,0,0
Mountaineer Dolf,12474,0,0,0
Mountaineer Droken,1781,0,0,0
Mountaineer Dunstan,32240,0,0,0
Mountaineer Fazgard,1782,0,0,0
Mountaineer Flint,1783,0,0,0
Mountaineer Ganin,1784,0,0,0
Mountaineer Gravelgaw,1625,0,0,0
Mountaineer Grugelm,1785,0,0,0
Mountaineer Grugelm,1785,0,0,0
Mountaineer Gwarth,1786,0,0,0
Mountaineer Haggil,1787,0,0,0
Mountaineer Haggis,1788,0,0,0
Mountaineer Hammerfall,1789,0,0,0
Mountaineer Harn,1790,0,0,0
Mountaineer Janha,1791,0,0,0
Mountaineer Kadrell,1892,0,0,0
Mountaineer Kalmir,1793,0,0,0
Mountaineer Kamdar,1794,0,0,0
Mountaineer Kilian,24098,0,0,0
Mountaineer Langarr,1795,0,0,0
Mountaineer Lewin,32240,0,0,0
Mountaineer Luxst,1796,0,0,0
Mountaineer Modax,1797,0,0,0
Mountaineer Morlic,1798,0,0,0
Mountaineer Morran,1799,0,0,0
Mountaineer Naarh,1800,0,0,0
Mountaineer Orfus,1628,0,0,0
Mountaineer Ozmok,1801,0,0,0
Mountaineer Pebblebitty,1927,0,0,0
Mountaineer Rharen,1802,0,0,0
Mountaineer Rharen,1802,0,0,0
Mountaineer Rockgar,1893,0,0,0
Mountaineer Roghan,1803,0,0,0
Mountaineer Stenn,1804,0,0,0
Mountaineer Stonegrind,1802,0,0,0
Mountaineer Stormpike,1894,0,0,0
Mountaineer Swarth,1805,0,0,0
Mountaineer Thalos,1567,0,0,0
Mountaineer Thar,1806,0,0,0
Mountaineer Tyraw,1807,0,0,0
Mountaineer Uthan,1808,0,0,0
Mountaineer Valgrum,1785,0,0,0
Mountaineer Veek,1809,0,0,0
Mountaineer Wallbang,1629,0,0,0
Mountaineer Wuar,1810,0,0,0
Mountaineer Yuttha,1811,0,0,0
Mountaineer Zaren,1812,0,0,0
Mountaineer Zwarn,1813,0,0,0
Mountainfoot Grunt,30329,30330,0,0
Mountainfoot Miner,29722,29727,0,0
Mountainfoot Miner Destoned Counter,29722,29727,0,0
Mounted Ironforge Mountaineer,1598,1608,0,0
Mounted Neophyte,18566,18567,18568,18569
Mounted Reindeer,15902,0,0,0
Mouse,4959,4960,0,0
Mouth Tentacle Mount Visual,15791,0,0,0
Mouton Flamestar,35823,0,0,0
Movement Controller - Lord Rhyolith,169,11686,0,0
Moveto Test - Moves,17275,0,0,0
Moxie Steelgrille,12229,0,0,0
Mr. Bigglesworth,16622,0,0,0
Mr. Chilly,26452,0,0,0
Mr. Clap Clap,37539,0,0,0
Mr. Floppy,23926,0,0,0
Mr. Grubbs,9905,0,0,0
Mr. Kitty,9989,0,0,0
Mr. Pinchy,17105,0,0,0
Mr. Skouirel,134,0,0,0
Mr. Smite,2026,0,0,0
Mr. Stomp,25585,0,0,0
Mr. Wiggles,16257,0,0,0
Mr. Woofles,31174,0,0,0
Mragesh,2423,0,0,0
Mrmrglmr,5025,0,0,0
Mrs. Flaskataur,22807,0,0,0
Mrs. Gant,38697,0,0,0
Mrs. Winterby,24250,0,0,0
Mrs. Winters,1637,0,0,0
Msshi'fn,17626,0,0,0
Mu'uta,8677,0,0,0
Muaat,17494,0,0,0
Muad,2597,0,0,0
Muck Frenzy,7449,0,0,0
Muck Spawn,4907,0,0,0
Muck Splash,5561,0,0,0
Muckbreath,22389,0,0,0
Muckdweller,33395,0,0,0
Muckgill,5243,0,0,0
Muckjaw's Wyvern,17701,0,0,0
Muckrake,416,0,0,0
Muckshell Clacker,2426,0,0,0
Muckshell Pincer,2599,0,0,0
Muckshell Razorclaw,1817,0,0,0
Muckshell Scrabbler,2600,0,0,0
Muckshell Snapclaw,2598,0,0,0
Muckskin Scrounger,31982,32123,0,0
Muculent Ooze,11140,0,0,0
Mud,31327,0,0,0
Mud Crawler,979,0,0,0
Mud Lurker,3034,0,0,0
Mud Skipper,1561,0,0,0
Mud Wasp,11090,0,0,0
Mudbelly Boar,703,0,0,0
Mudcrush Durtfeet,655,0,0,0
Muddied Water Elemental,5489,0,0,0
Muddled Prophet of Sseratus,15102,0,0,0
Mudduk,4376,0,0,0
Muddy Crawfish,32939,32941,32940,32942
Muddy Tracks,18315,0,0,0
Muddy Tracks,37798,0,0,0
Mudfin Frenzy,705,0,0,0
Mudkin the Wallower,1062,0,0,0
Mudrock Borer,7840,0,0,0
Mudrock Burrower,7837,0,0,0
Mudrock Snapjaw,7839,0,0,0
Mudrock Spikeshell,7836,0,0,0
Mudrock Tortoise,4829,0,0,0
Mudsnout Gnoll,10643,0,0,0
Mudsnout Shaman,662,0,0,0
Mudsprocket Bruiser,21698,21699,21700,0
Mudsprocket Bruiser,21698,21699,21700,0
Muffin,1062,0,0,0
Muffin Man Moser,19089,0,0,0
Mug'gok,11551,0,0,0
Mug'thol,11568,0,0,0
Mugdorg,18358,0,0,0
Mugglefin,11293,0,0,0
Muglash,12961,0,0,0
Mugs,1062,0,0,0
Muha,36968,0,0,0
Muhaa,17495,0,0,0
Muheru the Weaver,19158,0,0,0
Muigin,8430,0,0,0
Muiredon Battleforge,4891,0,0,0
Muja,24616,0,0,0
Mukdrak,10570,0,0,0
Mulch,25592,0,0,0
Mule,39284,39285,39286,39287
Mule Deer,23786,0,0,0
Mule Driver Ironshod,34393,0,0,0
Mulgore Flame Keeper,16334,0,0,0
Mulgore Gate Defense Credit,30727,0,0,0
Mulgore Hatchling,28502,0,0,0
Mulgore Pink Elekk,22732,0,0,0
Mulgore Protector,7115,10152,0,0
Mulgore Trigger,16480,0,0,0
Mulgris Deepriver,10069,0,0,0
Mull Thunderhorn,3826,0,0,0
Mullan Gryphon,35520,35521,17697,0
Mullan Gryphon,35520,35521,17697,0
Mullan Gryphon,35520,35521,17697,0
Mullan Gryphon,35520,35521,17697,0
Mullan Gryphon Mount,17697,0,0,0
Mullan Gryphon Mount,35520,35521,17697,0
Mullan Gryphon Rider,35282,35284,35285,35286
Mullan Gryphon Rider,35282,35284,35285,35286
Muln Earthfury,35963,0,0,0
Muln Earthfury,35963,0,0,0
Muln Earthfury,38658,0,0,0
Multiphase Disturbance,1060,23489,0,0
Mulverick's Mount,17719,0,0,0
Mulverick's War Rider,11012,0,0,0
Mulverick's War Rider (1),11012,0,0,0
Mulverick's War Rider (2),11012,0,0,0
Mulverick's War Rider (3),11012,0,0,0
Mumman,17496,0,0,0
Mummified Atal'ai,4769,4770,0,0
Mummified Headhunter,4769,0,0,0
Munada,33801,0,0,0
Munalti,36859,0,0,0
Munch,27350,0,0,0
Munci,18332,0,0,0
Munitions Dump,16480,0,0,0
Mupsi Shacklefridd,16171,0,0,0
Mur'ghoul Corrupter,652,0,0,0
Mur'ghoul Flesheater,5243,0,0,0
Mura,16613,0,0,0
Mura Runetotem,7615,0,0,0
Muradin,24660,0,0,0
Muradin Bronzebeard,30582,0,0,0
Muradin Bronzebeard,30508,0,0,0
Muradin Bronzebeard,30582,0,0,0
Muradin Bronzebeard,30582,0,0,0
Muradin Bronzebeard,33140,0,0,0
Muradin Bronzebeard,11686,0,0,0
Muradin Bronzebeard (1),30508,0,0,0
Muradin Bronzebeard (2),30508,0,0,0
Muradin Bronzebeard (3),30508,0,0,0
Muraga,35243,0,0,0
Muragus,1330,0,0,0
Murak Winterborn,240,0,0,0
Muran Fairden,36893,0,0,0
Murd Doc,33962,0,0,0
Murdaloc,1194,0,0,0
Murdered Myrmidon,6748,0,0,0
Murderous Blisterpaw,1534,0,0,0
Murderous Bonepaw,10271,0,0,0
Murdunk,10176,0,0,0
Muren Stormpike,4995,0,0,0
Murg "Oldie" Muckjaw,21421,0,0,0
Murgha the Tempered,36906,0,0,0
Murgot Deepforge,13151,0,0,0
Murgot Deepforge (1),13151,0,0,0
Murgot Deepforge (2),13151,0,0,0
Murgot Deepforge (3),13151,0,0,0
Murgurgula,5243,0,0,0
Murhane,33776,0,0,0
Murk Slitherer,4767,0,0,0
Murk Spitter,4768,0,0,0
Murk Thresher,2601,0,0,0
Murk Worm,7549,7671,7672,0
Murkablo,38803,0,0,0
Murkblood Brute,17594,17595,0,0
Murkblood Event Controller,17200,0,0,0
Murkblood Foreman,17760,0,0,0
Murkblood Foreman (1),17760,0,0,0
Murkblood Healer,17755,0,0,0
Murkblood Healer (1),17755,0,0,0
Murkblood Henchman,17761,0,0,0
Murkblood Henchman (1),17761,0,0,0
Murkblood Invader,17619,0,0,0
Murkblood Miner,18281,18282,18284,18285
Murkblood Oracle,17648,0,0,0
Murkblood Oracle (1),17648,0,0,0
Murkblood Overseer,17760,0,0,0
Murkblood Putrifier,17583,0,0,0
Murkblood Raider,17584,0,0,0
Murkblood Scavenger,17589,17590,17591,0
Murkblood Spearman,17757,0,0,0
Murkblood Spearman (1),17757,0,0,0
Murkblood Target Dummy,17200,0,0,0
Murkblood Tribesman,17756,0,0,0
Murkblood Tribesman (1),17756,0,0,0
